CELLID,U_RRC_SETUP_SUCCESS_RATIO_DEN_NONE,U_RRC_SETUP_SUCCESS_RATIO_NUM_NONE,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_DEN_NUMBER,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_NUM_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIOD_DEN_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIO_NUM_NUMBER,U_VS_HSDPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSDPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSDPA_64QAM_UE_MEAN_CELL_NONE,U_VS_HSDPA_UE_MAX_CELL_NONE,U_VS_HSDPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSUPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSUPA_16QAM_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MAX_CELL_NONE,U_VS_HSUPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MEAN_TTI2MS,U_TRAFICO_CS_ERLANG_ERL,U_CS_RAB_CONGESTION_RATIO_NUM_NONE,U_CS_RAB_CONGESTION_RATIO_DEN_NONE,U_RRC_CONGESTION_RATIONUM_NUMBER,U_RRC_CONGESTION_RATIODEN_NUMBER,U_PS_RAB_CONGESTION_RATIO_DEN_NONE,U_PS_RAB_CONGESTION_RATIO_NUM_NONE,U_VS_CELL_UNAVAILTIME_SYS_S,IA_CS_UMTS_OPT_RF_NUM,IA_CS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_NUM,G_CS_SERVICE_DROP_RATIO_DEN_NONE,G_CS_SERVICE_DROP_RATIO_NUM_NONE,G_PS_CALL_DROP_RATIO_DEN_NONE,G_PS_CALL_DROP_RATIO_NUM_NONE,PS_CALL_DROP_RATIO2_DEN_NONE,PS_CALL_DROP_RATIO2_NUM_NONE,NUMERO_DE_USUARIOS_PH_OPTRF_NONE,HSDPA_THROUGHPUT_DEN_NONE,HSDPA_THROUGHPUT_NUM_NONE
32089,79.0,79.0,7.0,7.0,47.0,47.0,1598.432,84636964.0,2.253,6.0,2.253,59.369,11889400.0,0.0,6.0,2.397,0.0,0.233,0.0,7.0,0.0,93.0,47.0,0.0,0.0,0.0,28.0,1739.0,0.0,6.0,0.0,53.0,2.0,313.0,1.0,6.875,113212.0,630802888.0
32091,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32092,329.0,326.0,54.0,54.0,177.0,176.0,990.368,114703190.0,6.569,15.0,6.569,43.005,19646080.0,0.0,16.0,8.092,0.0,0.667,0.0,54.0,0.0,753.0,177.0,0.0,0.0,0.0,2160.0,26904.0,152.0,59.0,1.0,141.0,16.0,1136.0,16.0,22.23,306379.0,931726344.0
32093,256.0,252.0,35.0,35.0,130.0,130.0,880.906,67308894.0,4.175,10.0,4.175,49.853,16847880.0,0.0,12.0,5.533,0.0,0.333,0.0,35.0,0.0,511.0,130.0,0.0,0.0,0.0,980.0,16770.0,130.0,37.0,0.0,121.0,0.0,695.0,0.0,14.486,215072.0,553080912.0
32094,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32095,145.0,143.0,22.0,22.0,134.0,134.0,946.988,113947457.0,6.414,12.0,6.414,97.374,44345560.0,0.0,14.0,7.581,0.0,0.417,0.0,22.0,0.0,196.0,134.0,0.0,0.0,0.0,198.0,10988.0,0.0,24.0,0.0,121.0,6.0,895.0,6.0,20.333,287059.0,942467536.0
32096,132.0,132.0,16.0,16.0,109.0,109.0,1134.534,63624667.0,3.586,9.0,3.586,51.359,13945280.0,0.0,13.0,4.689,0.0,0.1,0.0,16.0,0.0,170.0,109.0,0.0,0.0,0.0,112.0,7194.0,0.0,11.0,0.0,111.0,5.0,686.0,4.0,12.733,139291.0,522691728.0
32121,157.0,150.0,56.0,56.0,60.0,60.0,1034.749,287859362.0,8.561,15.0,8.561,121.18,121108620.0,0.0,17.0,9.517,0.0,1.683,0.0,56.0,0.0,270.0,60.0,0.0,0.0,0.0,2016.0,4080.0,0.0,57.0,0.0,78.0,7.0,1743.0,5.0,25.091,718836.0,2376912992.0
32122,201.0,190.0,62.0,62.0,146.0,146.0,470.562,230763570.0,16.378,23.0,16.378,26.167,57366580.0,0.0,22.0,17.817,0.0,1.933,0.0,62.0,0.0,358.0,146.0,0.0,0.0,0.0,2232.0,16352.0,292.0,64.0,0.0,148.0,21.0,1601.0,20.0,40.906000000000006,1652266.0,1910363488.0
32123,181.0,172.0,53.0,53.0,126.0,125.0,595.982,253703620.0,13.875,21.0,14.081,29.414,61349620.0,0.0,22.0,16.122,0.0,1.083,0.0,53.0,0.0,341.0,126.0,0.0,0.0,0.0,1855.0,10332.0,207.0,77.0,0.0,101.0,12.0,1985.0,13.0,36.998000000000005,1312545.0,2111340756.0
32124,133.0,127.0,31.0,31.0,90.0,90.0,1310.142,372347337.0,8.464,15.0,8.536,45.132,39063240.0,0.0,17.0,9.431,0.0,1.1,0.0,31.0,0.0,246.0,90.0,0.0,0.0,0.0,496.0,4590.0,0.0,32.0,0.0,75.0,5.0,1927.0,3.0,24.308,782141.0,3000912575.0
32125,395.0,357.0,116.0,116.0,159.0,159.0,496.997,217671601.0,16.978,26.0,16.981,26.96,57528460.0,0.0,22.0,17.994,0.0,2.1,0.0,116.0,0.0,554.0,159.0,0.0,0.0,0.0,8120.0,26235.0,159.0,121.0,1.0,203.0,28.0,2784.0,26.0,48.123000000000005,1615223.0,1815765075.0
32126,325.0,309.0,92.0,92.0,130.0,128.0,597.638,178409880.0,14.678,26.0,14.753,31.725,66484420.0,0.0,23.0,16.414,0.0,1.6,0.0,92.0,0.0,460.0,130.0,0.0,0.0,0.0,4508.0,14950.0,358.0,92.0,0.0,148.0,15.0,3038.0,12.0,44.497,817697.0,1500162956.0
32127,109.0,103.0,26.0,26.0,89.0,88.0,1264.315,371955177.0,7.7,15.0,7.7,52.912,45551600.0,0.0,17.0,9.011,0.0,0.8,0.0,26.0,0.0,147.0,89.0,0.0,0.0,0.0,338.0,6141.0,245.0,24.0,1.0,88.0,8.0,1533.0,3.0,21.669999999999998,925900.0,3071401424.0
32128,241.0,226.0,57.0,57.0,154.0,154.0,559.413,305731214.0,16.653,24.0,16.653,27.855,64633320.0,0.0,22.0,17.994,0.0,1.167,0.0,57.0,0.0,312.0,154.0,0.0,0.0,114.0,1653.0,21560.0,770.0,60.0,0.0,142.0,22.0,1884.0,17.0,42.628,1808764.0,2541145016.0
32129,212.0,205.0,54.0,54.0,122.0,122.0,656.818,300124667.0,14.286,23.0,14.758,32.272,70874220.0,0.0,22.0,16.578,0.0,1.15,0.0,54.0,0.0,287.0,122.0,0.0,0.0,0.0,1134.0,10248.0,0.0,53.0,0.0,115.0,18.0,2162.0,16.0,39.297,1472748.0,2489402832.0
32151,554.0,536.0,76.0,76.0,287.0,286.0,45.394,68704782.0,12.589,20.0,12.589,35.727,32972120.0,0.0,20.0,13.153,0.0,0.933,0.0,76.0,0.0,1262.0,287.0,0.0,0.0,0.0,4940.0,87535.0,877.0,82.0,0.0,226.0,11.0,1387.0,10.0,37.422000000000004,429251.0,562309280.0
32152,221.0,212.0,51.0,51.0,81.0,81.0,51.24,37146769.0,5.222,9.0,5.222,44.075,17644920.0,0.0,10.0,5.322,0.0,0.4,0.0,51.0,0.0,508.0,81.0,0.0,0.0,0.0,2091.0,8343.0,81.0,49.0,0.0,76.0,3.0,621.0,2.0,15.036000000000001,99352.0,277766664.0
32153,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32154,361.0,353.0,38.0,38.0,286.0,286.0,40.528,71010905.0,12.439,21.0,12.442,56.306,48562120.0,0.0,20.0,12.972,0.0,0.8,0.0,38.0,0.0,578.0,286.0,0.0,0.0,0.0,494.0,58058.0,286.0,37.0,0.0,226.0,5.0,1389.0,6.0,36.789,431601.0,563402176.0
32155,110.0,108.0,17.0,17.0,111.0,109.0,38.108,26380740.0,4.719,9.0,4.719,46.577,14289680.0,0.0,10.0,4.628,0.0,0.35,0.0,17.0,0.0,173.0,111.0,0.0,0.0,0.0,119.0,6327.0,114.0,17.0,0.0,94.0,1.0,672.0,2.0,14.149000000000001,63653.0,179291944.0
32156,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32157,402.0,393.0,36.0,36.0,290.0,290.0,37.224,68704144.0,12.369,23.0,12.369,39.649,30825720.0,0.0,20.0,12.517,0.0,0.483,0.0,36.0,0.0,590.0,290.0,0.0,0.0,0.0,612.0,64670.0,870.0,34.0,0.0,314.0,7.0,1561.0,7.0,34.692,359623.0,678423320.0
32158,73.0,71.0,8.0,8.0,49.0,49.0,48.873,45739705.0,5.456,9.0,5.456,36.156,15340960.0,0.0,10.0,5.397,0.0,0.25,0.0,8.0,0.0,153.0,49.0,0.0,0.0,0.0,40.0,1715.0,0.0,9.0,0.0,49.0,3.0,398.0,2.0,13.306000000000001,102610.0,297016424.0
32159,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32171,374.0,289.0,66.0,47.0,219.0,219.0,616.928,225127678.0,21.269,29.0,21.478,23.48,16392180.0,0.0,11.0,5.15,0.0,1.9,19.0,66.0,248.0,1311.0,219.0,0.0,0.0,805.0,1980.0,40515.0,6570.0,51.0,1.0,232.0,54.0,3488.0,25.0,63.053000000000004,1279758.0,1953785502.0
32172,1214.0,912.0,220.0,196.0,569.0,561.0,356.905,312555351.0,41.222,52.0,42.483,23.031,36980660.0,0.0,17.0,9.967,0.0,4.583,24.0,220.0,1064.0,4203.0,569.0,5.0,0.0,9124.0,38720.0,358470.0,98166.0,201.0,4.0,521.0,108.0,4110.0,74.0,115.644,4116567.0,2695168550.0
32173,649.0,500.0,96.0,83.0,404.0,404.0,417.958,332513868.0,36.294,45.0,36.744,23.27,40356740.0,0.0,20.0,10.619,0.0,2.5,13.0,96.0,591.0,2374.0,404.0,0.0,0.0,1545.0,5280.0,145036.0,32320.0,87.0,1.0,399.0,82.0,3703.0,69.0,98.689,3194044.0,2604655208.0
32174,445.0,377.0,83.0,76.0,224.0,221.0,687.473,354510086.0,22.417,32.0,23.064,22.787,50181780.0,0.0,22.0,14.133,0.0,1.4,7.0,83.0,127.0,1236.0,224.0,2.0,0.0,592.0,4316.0,57792.0,9172.0,73.0,0.0,238.0,41.0,2932.0,35.0,62.437,1858613.0,3178358632.0
32175,820.0,635.0,152.0,119.0,522.0,516.0,328.488,282242442.0,41.408,51.0,41.439,21.079,25316680.0,0.0,16.0,7.711,0.0,1.917,32.0,152.0,351.0,1877.0,522.0,0.0,0.0,5091.0,16872.0,215586.0,57690.0,124.0,0.0,531.0,123.0,4028.0,92.0,107.91899999999998,3886069.0,2352902249.0
32176,865.0,741.0,113.0,99.0,435.0,427.0,403.828,462720084.0,38.044,50.0,38.425,22.575,72444060.0,0.0,33.0,21.075,0.0,1.85,14.0,113.0,182.0,1755.0,435.0,1.0,0.0,1798.0,9718.0,215760.0,35139.0,94.0,5.0,464.0,112.0,4033.0,110.0,101.398,5252756.0,3885413740.0
32177,257.0,216.0,59.0,53.0,187.0,187.0,645.403,291722990.0,21.917,29.0,22.053,22.763,39790460.0,0.0,21.0,12.8,0.0,2.317,6.0,59.0,118.0,857.0,187.0,0.0,0.0,162.0,1593.0,28424.0,5049.0,52.0,0.0,164.0,29.0,2042.0,22.0,54.5,1680379.0,2718755050.0
32178,1175.0,979.0,202.0,179.0,507.0,501.0,246.283,285321273.0,44.211,55.0,44.236,22.064,74631680.0,0.0,35.0,25.7,0.0,4.133,23.0,202.0,351.0,2746.0,507.0,5.0,0.0,6902.0,32320.0,293553.0,42051.0,166.0,2.0,523.0,95.0,4976.0,86.0,116.77799999999999,4835130.0,2461416560.0
32179,666.0,502.0,88.0,55.0,402.0,400.0,392.149,261132221.0,35.806,48.0,36.278,21.962,34661460.0,0.0,16.0,9.447,0.0,1.217,33.0,88.0,310.0,1392.0,402.0,0.0,0.0,2123.0,4048.0,157182.0,40782.0,58.0,0.0,401.0,82.0,4331.0,52.0,96.94999999999999,2977023.0,2329149388.0
32201,140.0,136.0,20.0,20.0,63.0,63.0,1662.891,257531996.0,3.317,8.0,3.317,91.502,42067840.0,0.0,11.0,3.881,0.0,0.2,0.0,20.0,0.0,507.0,63.0,0.0,0.0,0.0,320.0,5229.0,0.0,22.0,0.0,65.0,5.0,721.0,3.0,10.986,420729.0,1898867336.0
32202,58.0,58.0,3.0,3.0,44.0,44.0,1791.25,74108496.0,1.186,5.0,1.186,219.407,40875600.0,0.0,8.0,1.783,0.0,0.0,0.0,3.0,0.0,330.0,44.0,0.0,0.0,0.0,6.0,1496.0,0.0,3.0,0.0,33.0,2.0,237.0,2.0,4.4670000000000005,75506.0,281479824.0
32204,123.0,114.0,15.0,15.0,81.0,81.0,1919.226,157810787.0,3.214,8.0,3.214,55.607,20018360.0,0.0,10.0,3.806,0.0,0.2,0.0,15.0,0.0,251.0,81.0,0.0,0.0,0.0,105.0,4617.0,0.0,13.0,0.0,85.0,4.0,882.0,3.0,10.847,197231.0,1207128752.0
32205,37.0,37.0,10.0,10.0,45.0,45.0,2116.542,48222757.0,1.1,4.0,1.103,87.508,10674920.0,0.0,7.0,1.544,0.0,0.2,0.0,10.0,0.0,136.0,45.0,0.0,0.0,0.0,70.0,810.0,0.0,10.0,0.0,43.0,3.0,332.0,2.0,4.264,49711.0,302761760.0
32207,83.0,82.0,2.0,2.0,73.0,73.0,1457.833,286072357.0,3.156,7.0,3.156,64.952,25071280.0,0.0,9.0,3.703,0.0,0.15,0.0,2.0,0.0,216.0,73.0,0.0,0.0,0.0,0.0,3285.0,0.0,4.0,0.0,58.0,2.0,430.0,2.0,8.306,635704.0,2346841576.0
32208,27.0,27.0,1.0,1.0,15.0,14.0,1386.009,144423906.0,1.653,5.0,1.653,277.718,115419440.0,0.0,6.0,2.661,0.0,0.033,0.0,1.0,0.0,124.0,15.0,0.0,0.0,0.0,0.0,210.0,14.0,2.0,0.0,16.0,1.0,193.0,2.0,5.128,221472.0,846058896.0
32231,318.0,300.0,33.0,33.0,140.0,140.0,852.053,50395721.0,3.2,9.0,3.2,52.317,15897200.0,0.0,10.0,3.997,0.0,0.517,0.0,33.0,0.0,704.0,140.0,0.0,0.0,0.0,1056.0,19460.0,140.0,35.0,0.0,126.0,8.0,650.0,8.0,13.25,146338.0,592522614.0
32232,835.0,818.0,93.0,93.0,486.0,485.0,584.549,238791324.0,16.728,28.0,17.086,33.319,53555720.0,0.0,20.0,17.517,0.0,1.25,0.0,93.0,0.0,2473.0,486.0,1.0,0.0,0.0,5673.0,235710.0,970.0,93.0,0.0,400.0,20.0,2050.0,21.0,53.936,1167624.0,2132692811.0
32233,1291.0,1248.0,186.0,185.0,595.0,592.0,692.149,432518814.0,24.428,40.0,24.886,34.109,68269760.0,0.0,24.0,19.606,0.0,2.217,1.0,186.0,0.0,2391.0,595.0,0.0,0.0,133.0,24738.0,384965.0,2533.0,180.0,0.0,581.0,15.0,3944.0,14.0,84.39699999999999,1840987.0,3913332926.0
32234,103.0,101.0,7.0,7.0,105.0,105.0,1365.451,119538415.0,2.85,9.0,2.85,98.78,26653320.0,0.0,9.0,3.294,0.0,0.083,0.0,7.0,0.0,129.0,105.0,0.0,0.0,0.0,14.0,5040.0,0.0,4.0,0.0,101.0,5.0,436.0,5.0,8.964,226163.0,1148929683.0
32235,629.0,607.0,61.0,61.0,377.0,377.0,600.793,329722496.0,16.436,30.0,17.014,40.06,75744840.0,0.0,20.0,17.564,0.0,0.683,0.0,61.0,0.0,1041.0,377.0,0.0,0.0,0.0,2928.0,123656.0,754.0,65.0,0.0,430.0,12.0,2331.0,14.0,54.465999999999994,1351743.0,3015184830.0
32236,640.0,625.0,84.0,83.0,456.0,454.0,733.373,615061446.0,23.961,39.0,24.719,48.807,89351200.0,0.0,23.0,19.528,0.0,0.95,1.0,84.0,0.0,861.0,456.0,0.0,0.0,60.0,5040.0,151848.0,1120.0,86.0,0.0,431.0,5.0,2750.0,5.0,68.563,2157755.0,5083079366.0
32237,114.0,114.0,11.0,11.0,76.0,76.0,1765.57,260066253.0,3.2,8.0,3.2,91.711,33068820.0,0.0,10.0,3.7,0.0,0.067,0.0,11.0,0.0,169.0,76.0,0.0,0.0,0.0,88.0,3420.0,0.0,11.0,0.0,95.0,4.0,372.0,3.0,9.675,431417.0,2259074496.0
32238,605.0,589.0,73.0,72.0,429.0,429.0,533.476,222662362.0,16.114,27.0,16.878,32.979,49335080.0,0.0,20.0,17.253,0.0,1.05,1.0,73.0,1.0,1111.0,429.0,0.0,0.0,55.0,4015.0,146718.0,858.0,67.0,0.0,445.0,11.0,2575.0,7.0,53.181,1001288.0,1928606537.0
32239,711.0,697.0,74.0,74.0,487.0,487.0,797.646,585678423.0,24.314,37.0,24.672,42.119,66783680.0,0.0,23.0,19.497,0.0,1.15,0.0,74.0,0.0,916.0,487.0,0.0,0.0,0.0,2812.0,183112.0,0.0,75.0,0.0,498.0,8.0,2838.0,6.0,69.22,2089572.0,5058403248.0
32271,707.0,668.0,165.0,165.0,494.0,493.0,47.788,339625520.0,0.0,64.0,50.197,,0.0,0.0,0.0,0.0,0.0,3.65,0.0,165.0,0.0,995.0,494.0,0.0,0.0,165.0,17160.0,222300.0,9324.0,205.0,3.0,501.0,107.0,5030.0,113.0,127.97500000000001,5471496.0,3235138217.0
32272,1065.0,989.0,282.0,282.0,625.0,625.0,26.774,271362000.0,0.0,64.0,62.133,,0.0,0.0,0.0,0.0,0.0,9.783,0.0,282.0,0.0,1336.0,625.0,0.0,0.0,282.0,49914.0,398125.0,25625.0,310.0,5.0,633.0,145.0,5347.0,151.0,165.186,29917943.0,2712005348.0
32273,110.0,109.0,27.0,27.0,69.0,69.0,67.41,63305200.0,0.0,15.0,6.825,,0.0,0.0,0.0,0.0,0.0,0.533,0.0,27.0,0.0,155.0,69.0,0.0,0.0,0.0,675.0,4416.0,0.0,21.0,0.0,58.0,5.0,528.0,6.0,17.65,368423.0,585922722.0
32291,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32292,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32293,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32294,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32295,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32296,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32297,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32298,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32299,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32301,621.0,599.0,95.0,95.0,311.0,311.0,1042.491,350038372.0,10.7,19.0,11.136,41.281,60456800.0,0.0,22.0,13.158,0.0,1.483,0.0,95.0,0.0,1645.0,311.0,0.0,0.0,95.0,7695.0,104807.0,311.0,91.0,0.0,287.0,25.0,2963.0,19.0,42.019999999999996,949195.0,2523699041.0
32302,615.0,600.0,79.0,79.0,302.0,302.0,761.971,314284536.0,11.819,21.0,11.858,41.649,65589680.0,0.0,21.0,14.172,0.0,1.45,0.0,79.0,0.0,1311.0,302.0,0.0,0.0,0.0,6083.0,94526.0,604.0,88.0,2.0,310.0,37.0,2282.0,37.0,40.205,1109884.0,2153236275.0
32303,472.0,465.0,44.0,44.0,285.0,285.0,1092.309,287628206.0,8.047,20.0,8.064,112.403,100071240.0,0.0,21.0,9.481,0.0,0.733,0.0,44.0,0.0,1089.0,285.0,0.0,0.0,0.0,1452.0,78375.0,285.0,42.0,0.0,291.0,27.0,2042.0,26.0,28.683,1054731.0,2828518580.0
32304,363.0,355.0,57.0,57.0,309.0,309.0,1439.392,629471455.0,10.7,21.0,10.853,39.591,55540240.0,0.0,21.0,11.944,0.0,1.8,0.0,57.0,0.0,768.0,309.0,0.0,0.0,0.0,2052.0,51294.0,0.0,60.0,0.0,333.0,20.0,2449.0,20.0,35.331,1339159.0,4879384962.0
32305,488.0,463.0,75.0,75.0,326.0,325.0,820.974,189224318.0,11.269,21.0,11.361,36.214,51653560.0,0.0,21.0,12.814,0.0,1.5,0.0,75.0,0.0,723.0,326.0,0.0,0.0,0.0,3000.0,77588.0,238.0,69.0,0.0,369.0,22.0,2986.0,25.0,39.333,721454.0,1971744087.0
32306,409.0,397.0,51.0,51.0,249.0,249.0,1304.184,291851913.0,7.914,17.0,7.933,133.613,98247200.0,0.0,20.0,8.828,0.0,1.183,0.0,51.0,0.0,855.0,249.0,0.0,0.0,0.0,1632.0,52041.0,498.0,47.0,1.0,271.0,22.0,2371.0,20.0,28.819,632609.0,3180612530.0
32307,425.0,413.0,60.0,60.0,253.0,253.0,971.984,385463527.0,10.931,21.0,11.061,162.578,190429120.0,0.0,21.0,12.414,0.0,1.05,0.0,60.0,0.0,842.0,253.0,0.0,0.0,0.0,2220.0,55660.0,253.0,60.0,0.0,255.0,38.0,2651.0,32.0,35.375,1107368.0,4935738826.0
32308,433.0,431.0,50.0,50.0,350.0,350.0,1337.74,369263137.0,11.361,21.0,11.372,87.266,84055800.0,0.0,21.0,12.675,0.0,1.2,0.0,50.0,0.0,620.0,350.0,0.0,0.0,0.0,1350.0,85050.0,0.0,49.0,1.0,334.0,25.0,3118.0,24.0,38.299,879643.0,2735050218.0
32309,346.0,335.0,39.0,39.0,241.0,241.0,1590.428,504939006.0,8.011,16.0,8.011,94.601,82698800.0,0.0,18.0,9.275,0.0,0.917,0.0,39.0,0.0,621.0,241.0,0.0,0.0,0.0,1014.0,46031.0,0.0,39.0,0.0,214.0,16.0,1967.0,17.0,25.522,953842.0,4373074142.0
32311,294.0,287.0,39.0,39.0,285.0,284.0,1053.361,540816743.0,12.814,20.0,12.817,67.31,103822480.0,0.0,20.0,16.811,0.0,1.05,0.0,39.0,0.0,1248.0,285.0,0.0,0.0,0.0,1365.0,51585.0,465.0,39.0,0.0,286.0,14.0,2101.0,16.0,39.861000000000004,1732246.0,4933850928.0
32312,719.0,684.0,126.0,125.0,401.0,401.0,600.564,768041216.0,24.061,37.0,24.161,41.054,76325320.0,0.0,20.0,19.603,0.0,3.817,0.0,126.0,0.0,1313.0,401.0,0.0,0.0,119.0,14994.0,165613.0,2005.0,113.0,0.0,419.0,30.0,3876.0,32.0,77.244,4752958.0,6253196747.0
32313,544.0,512.0,109.0,109.0,251.0,249.0,763.63,927492015.0,21.258,33.0,21.3,52.906,106373280.0,0.0,20.0,19.397,0.0,3.017,0.0,109.0,0.0,1014.0,251.0,0.0,0.0,0.0,11554.0,59989.0,1474.0,119.0,0.0,270.0,14.0,3334.0,15.0,69.711,5154658.0,7645005072.0
32314,592.0,564.0,119.0,119.0,328.0,328.0,805.184,267157946.0,13.664,22.0,13.703,25.049,51969800.0,0.0,20.0,17.347,0.0,1.833,0.0,119.0,0.0,1828.0,328.0,0.0,0.0,0.0,12376.0,86592.0,0.0,108.0,0.0,379.0,15.0,3042.0,11.0,53.394000000000005,981847.0,2515080072.0
32315,482.0,464.0,122.0,122.0,373.0,373.0,442.084,863702853.0,23.886,41.0,23.914,37.995,83896160.0,0.0,20.0,19.703,0.0,2.9,0.0,122.0,0.0,1092.0,373.0,0.0,0.0,0.0,10370.0,90266.0,373.0,124.0,0.0,370.0,33.0,3271.0,36.0,74.533,6908580.0,7057933538.0
32316,380.0,370.0,74.0,74.0,242.0,242.0,601.361,1028585630.0,20.594,31.0,20.594,54.79,114344000.0,0.0,20.0,19.364,0.0,1.133,0.0,74.0,0.0,673.0,242.0,0.0,0.0,0.0,3700.0,43076.0,242.0,81.0,0.0,240.0,10.0,3029.0,12.0,61.808,6762926.0,8350657904.0
32317,359.0,345.0,58.0,58.0,179.0,174.0,589.023,211004881.0,14.044,22.0,14.1,23.715,52705320.0,0.0,20.0,14.967,0.0,0.783,0.0,58.0,0.0,1523.0,179.0,0.0,0.0,0.0,3016.0,27387.0,1113.0,56.0,0.0,154.0,5.0,1697.0,5.0,41.237,1110618.0,1997267768.0
32318,491.0,474.0,86.0,86.0,327.0,327.0,830.484,874542909.0,24.181,36.0,24.328,57.665,110403480.0,0.0,20.0,19.336,0.0,2.283,0.0,86.0,0.0,1007.0,327.0,0.0,0.0,0.0,6020.0,92214.0,981.0,88.0,0.0,314.0,29.0,2942.0,43.0,66.662,4627311.0,7333767247.0
