CELLID,U_RRC_SETUP_SUCCESS_RATIO_DEN_NONE,U_RRC_SETUP_SUCCESS_RATIO_NUM_NONE,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_DEN_NUMBER,U_CS_RAB_SETUP_SUCCESS_RATIO_CELL_NUM_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIOD_DEN_NUMBER,U_PS_RAB_SETUP_SUCCESS_RATIO_NUM_NUMBER,U_VS_HSDPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSDPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSDPA_64QAM_UE_MEAN_CELL_NONE,U_VS_HSDPA_UE_MAX_CELL_NONE,U_VS_HSDPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_MEANCHTHROUGHPUT_KBPS,U_VS_HSUPA_MEANCHTHROUGHPUT_TOTALBYTES_MB,U_VS_HSUPA_16QAM_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MAX_CELL_NONE,U_VS_HSUPA_UE_MEAN_CELL_NONE,U_VS_HSUPA_UE_MEAN_TTI2MS,U_TRAFICO_CS_ERLANG_ERL,U_CS_RAB_CONGESTION_RATIO_NUM_NONE,U_CS_RAB_CONGESTION_RATIO_DEN_NONE,U_RRC_CONGESTION_RATIONUM_NUMBER,U_RRC_CONGESTION_RATIODEN_NUMBER,U_PS_RAB_CONGESTION_RATIO_DEN_NONE,U_PS_RAB_CONGESTION_RATIO_NUM_NONE,U_VS_CELL_UNAVAILTIME_SYS_S,IA_CS_UMTS_OPT_RF_NUM,IA_CS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_DEN,IA_PS_UMTS_OPT_RF_NUM,G_CS_SERVICE_DROP_RATIO_DEN_NONE,G_CS_SERVICE_DROP_RATIO_NUM_NONE,G_PS_CALL_DROP_RATIO_DEN_NONE,G_PS_CALL_DROP_RATIO_NUM_NONE,PS_CALL_DROP_RATIO2_DEN_NONE,PS_CALL_DROP_RATIO2_NUM_NONE,NUMERO_DE_USUARIOS_PH_OPTRF_NONE,HSDPA_THROUGHPUT_DEN_NONE,HSDPA_THROUGHPUT_NUM_NONE
30156,767.0,749.0,69.0,68.0,565.0,564.0,364.986,484228053.0,28.617,40.0,28.736,24.672,100918400.0,0.0,40.0,31.308,0.0,1.383,1.0,69.0,0.0,1024.0,565.0,0.0,0.0,47.0,3243.0,238995.0,423.0,78.0,0.0,584.0,52.0,3952.0,50.0,82.916,8471784.0,4021752536.0
30157,377.0,369.0,34.0,34.0,306.0,305.0,1017.037,464485855.0,9.114,18.0,9.236,70.251,71938240.0,0.0,21.0,10.911,0.0,0.817,0.0,34.0,0.0,483.0,306.0,0.0,0.0,0.0,578.0,61200.0,505.0,37.0,0.0,314.0,15.0,2261.0,17.0,31.334,1445222.0,3691255586.0
30158,710.0,696.0,76.0,75.0,603.0,603.0,460.01,320070370.0,20.892,30.0,21.411,26.442,81769280.0,0.0,35.0,24.497,0.0,3.0,1.0,76.0,0.0,1123.0,603.0,0.0,0.0,117.0,3192.0,261099.0,1206.0,77.0,1.0,648.0,43.0,3085.0,47.0,65.35900000000001,2548386.0,2933640810.0
30159,891.0,865.0,96.0,96.0,694.0,693.0,282.697,398344323.0,28.339,41.0,28.431,24.951,99168080.0,0.0,40.0,31.594,0.0,4.1,0.0,96.0,0.0,1218.0,694.0,0.0,0.0,0.0,6336.0,343530.0,2574.0,86.0,0.0,676.0,52.0,4267.0,45.0,85.575,5380723.0,3335191433.0
30161,381.0,361.0,56.0,56.0,215.0,214.0,421.963,494395154.0,17.903,26.0,17.903,38.595,87646900.0,0.0,31.0,19.9,0.0,1.85,0.0,56.0,0.0,1132.0,215.0,0.0,0.0,0.0,2352.0,44290.0,420.0,48.0,1.0,202.0,19.0,2658.0,19.0,49.193999999999996,2553915.0,3740321720.0
30162,677.0,636.0,158.0,158.0,294.0,294.0,235.987,466908372.0,31.1,41.0,31.25,23.833,89701800.0,0.0,40.0,33.806,0.0,4.833,0.0,158.0,0.0,1198.0,294.0,0.0,0.0,0.0,18960.0,76146.0,1470.0,163.0,4.0,338.0,36.0,4357.0,38.0,85.83099999999999,4784614.0,3819842589.0
30163,450.0,423.0,77.0,77.0,298.0,295.0,315.174,439656422.0,21.772,32.0,22.306,26.309,79893720.0,0.0,35.0,25.025,0.0,2.2,0.0,77.0,0.0,890.0,298.0,0.0,0.0,0.0,4235.0,67646.0,1861.0,78.0,0.0,260.0,39.0,2805.0,40.0,58.793000000000006,2506499.0,3356916717.0
30164,293.0,281.0,55.0,55.0,215.0,215.0,493.606,584322737.0,17.219,26.0,17.222,38.241,81030580.0,0.0,28.0,19.183,0.0,2.25,0.0,55.0,0.0,964.0,215.0,0.0,0.0,0.0,2365.0,34400.0,215.0,58.0,0.0,176.0,18.0,2310.0,14.0,45.361000000000004,2170094.0,4765499792.0
30165,462.0,444.0,89.0,89.0,305.0,304.0,219.921,481212244.0,30.886,41.0,31.056,24.828,104009000.0,0.0,40.0,32.928,0.0,1.3,0.0,89.0,0.0,986.0,305.0,0.0,0.0,0.0,5518.0,68930.0,1138.0,88.0,1.0,275.0,27.0,3263.0,30.0,77.739,5783669.0,3962833591.0
30166,346.0,334.0,105.0,105.0,276.0,276.0,282.384,331395572.0,22.511,35.0,22.567,26.252,72363500.0,0.0,38.0,24.817,0.0,4.15,0.0,105.0,0.0,775.0,276.0,0.0,0.0,0.0,7245.0,51336.0,1104.0,108.0,0.0,252.0,31.0,2775.0,32.0,58.612,2131253.0,2935485168.0
30167,552.0,511.0,118.0,118.0,217.0,217.0,381.9,424866155.0,18.161,29.0,18.164,35.715,77880700.0,0.0,32.0,20.358,0.0,1.433,0.0,118.0,0.0,1329.0,217.0,0.0,0.0,0.0,11210.0,39928.0,217.0,114.0,0.0,274.0,19.0,4144.0,10.0,55.817,2287641.0,3614799059.0
30168,520.0,484.0,80.0,80.0,300.0,300.0,228.785,464282344.0,30.867,41.0,30.953,24.17,94847800.0,0.0,40.0,33.033,0.0,2.1,0.0,80.0,0.0,875.0,300.0,0.0,0.0,0.0,3840.0,73200.0,3000.0,82.0,1.0,314.0,38.0,4007.0,28.0,81.942,5033309.0,3812736896.0
30169,642.0,582.0,124.0,124.0,301.0,297.0,277.504,352714444.0,22.544,36.0,23.017,26.514,81772100.0,0.0,38.0,26.0,0.0,1.733,0.0,124.0,0.0,1304.0,301.0,0.0,0.0,0.0,11036.0,86387.0,2633.0,126.0,0.0,360.0,32.0,4152.0,33.0,67.475,2717352.0,2907518672.0
30171,248.0,226.0,30.0,30.0,141.0,139.0,553.296,377247960.0,0.0,21.0,14.05,32.702,57282720.0,0.0,20.0,14.494,0.0,0.617,0.0,30.0,0.0,343.0,141.0,0.0,0.0,30.0,600.0,19458.0,832.0,35.0,0.0,144.0,24.0,1308.0,18.0,33.709,,
30172,58.0,56.0,18.0,18.0,30.0,30.0,718.139,55724880.0,0.0,7.0,2.542,39.882,11306000.0,0.0,9.0,2.994,0.0,0.617,0.0,18.0,0.0,96.0,30.0,0.0,0.0,0.0,306.0,660.0,0.0,14.0,0.0,22.0,5.0,358.0,5.0,7.914999999999999,,
30173,259.0,244.0,36.0,36.0,152.0,152.0,506.918,120401240.0,0.0,18.0,11.289,21.652,32557760.0,0.0,19.0,12.039,0.0,0.733,0.0,36.0,0.0,352.0,152.0,0.0,0.0,0.0,828.0,22344.0,912.0,35.0,1.0,154.0,21.0,741.0,24.0,26.184,,
30174,164.0,156.0,17.0,17.0,114.0,114.0,1049.879,210112200.0,0.0,14.0,6.436,67.711,42108880.0,0.0,15.0,6.439,0.0,0.483,0.0,17.0,0.0,262.0,114.0,0.0,0.0,0.0,153.0,12540.0,456.0,18.0,1.0,112.0,22.0,991.0,15.0,16.166,,
30175,56.0,50.0,8.0,8.0,26.0,26.0,1042.658,86685280.0,0.0,6.0,2.394,33.657,8462680.0,0.0,6.0,2.369,0.0,0.3,0.0,8.0,0.0,91.0,26.0,0.0,0.0,0.0,32.0,572.0,26.0,8.0,0.0,30.0,4.0,311.0,4.0,6.024,,
30176,337.0,317.0,30.0,30.0,233.0,229.0,466.1,147897720.0,0.0,24.0,15.261,24.566,47561440.0,0.0,20.0,14.967,0.0,0.8,0.0,30.0,0.0,621.0,233.0,0.0,0.0,0.0,840.0,50095.0,3150.0,31.0,1.0,215.0,27.0,1303.0,30.0,35.42699999999999,,
30191,555.0,548.0,55.0,55.0,238.0,237.0,1001.452,303015519.0,6.908,13.0,7.425,118.95,105045120.0,0.0,13.0,7.753,0.0,1.05,0.0,55.0,1.0,1258.0,238.0,0.0,0.0,0.0,3135.0,93534.0,630.0,61.0,1.0,157.0,8.0,1008.0,6.0,25.992,1022392.0,2725145177.0
30192,1122.0,1090.0,188.0,188.0,462.0,462.0,493.803,677437464.0,18.131,29.0,18.133,79.306,173441480.0,0.0,22.0,18.919,0.0,5.067,0.0,188.0,0.0,2298.0,462.0,0.0,0.0,0.0,27824.0,321090.0,0.0,189.0,0.0,354.0,22.0,2423.0,15.0,65.633,3719454.0,5355380717.0
30193,778.0,765.0,73.0,73.0,382.0,382.0,565.084,618672494.0,16.1,24.0,16.647,62.867,145172480.0,0.0,22.0,18.05,0.0,1.483,0.0,73.0,0.0,1913.0,382.0,0.0,0.0,0.0,3942.0,213538.0,1146.0,78.0,0.0,269.0,12.0,2065.0,8.0,52.788999999999994,3666933.0,4861851536.0
30194,215.0,212.0,24.0,24.0,238.0,238.0,1769.908,346676398.0,4.942,11.0,4.95,145.412,109719000.0,0.0,20.0,9.769,0.0,0.383,0.0,24.0,0.0,387.0,238.0,0.0,0.0,0.0,576.0,31892.0,238.0,21.0,0.0,282.0,19.0,1029.0,17.0,21.698,711497.0,3341825947.0
30195,672.0,654.0,132.0,132.0,603.0,600.0,716.07,617660551.0,15.233,27.0,15.492,46.681,78500560.0,0.0,23.0,19.536,0.0,3.217,0.0,132.0,0.0,1133.0,603.0,0.0,0.0,0.0,11616.0,214065.0,1665.0,123.0,2.0,613.0,39.0,2884.0,30.0,60.545,3457300.0,5380339764.0
30196,596.0,575.0,91.0,91.0,497.0,497.0,1056.712,595913190.0,14.081,23.0,14.086,75.018,117070840.0,0.0,23.0,19.014,0.0,3.167,0.0,91.0,0.0,1058.0,497.0,0.0,0.0,0.0,6916.0,175938.0,994.0,92.0,0.0,533.0,35.0,2759.0,35.0,54.325,1734635.0,4707518258.0
30197,254.0,250.0,44.0,44.0,301.0,299.0,1611.542,240395694.0,4.828,12.0,4.828,40.442,27524160.0,0.0,20.0,10.647,0.0,1.967,0.0,44.0,1.0,521.0,301.0,0.0,0.0,0.0,1584.0,48160.0,619.0,45.0,0.0,353.0,26.0,1305.0,27.0,25.156,444698.0,1535937104.0
30198,797.0,769.0,153.0,153.0,576.0,574.0,740.377,682686510.0,15.206,26.0,15.331,56.56,96909440.0,0.0,24.0,19.622,0.0,4.8,0.0,153.0,1.0,1378.0,576.0,0.0,0.0,0.0,18207.0,240768.0,1984.0,154.0,0.0,684.0,31.0,2932.0,26.0,65.403,2976238.0,5849619448.0
30199,553.0,538.0,71.0,71.0,475.0,474.0,1143.528,744972440.0,13.944,23.0,13.953,64.641,107107200.0,0.0,23.0,19.067,0.0,2.25,0.0,71.0,0.0,1067.0,475.0,0.0,0.0,0.0,3976.0,165775.0,349.0,66.0,0.0,516.0,29.0,2432.0,29.0,49.852999999999994,2195200.0,5621207475.0
30201,305.0,304.0,8.0,8.0,29.0,29.0,894.368,159184134.0,4.839,9.0,4.867,46.377,29976060.0,0.0,9.0,4.972,0.0,0.233,0.0,8.0,0.0,485.0,29.0,0.0,0.0,0.0,48.0,4321.0,0.0,10.0,0.0,30.0,7.0,630.0,5.0,12.155999999999999,,
30202,2585.0,2566.0,159.0,158.0,167.0,163.0,737.726,859181128.0,27.781,40.0,27.8,48.945,119405500.0,0.0,24.0,19.856,0.0,4.15,0.0,159.0,0.0,3900.0,167.0,0.0,0.0,117.0,18603.0,132264.0,3168.0,160.0,1.0,187.0,34.0,4557.0,33.0,78.725,,
30204,175.0,175.0,8.0,8.0,28.0,28.0,1448.608,262590893.0,4.642,9.0,4.642,47.596,23703280.0,0.0,9.0,4.733,0.0,0.083,0.0,8.0,0.0,275.0,28.0,0.0,0.0,0.0,48.0,1344.0,0.0,7.0,0.0,25.0,4.0,630.0,3.0,11.634,,
30205,1013.0,1005.0,105.0,105.0,176.0,176.0,754.878,1009925367.0,27.469,40.0,27.519,45.427,109211460.0,0.0,23.0,19.717,0.0,1.8,0.0,105.0,0.0,1746.0,176.0,0.0,0.0,0.0,5880.0,63360.0,176.0,107.0,0.0,145.0,31.0,3509.0,28.0,67.458,,
30207,267.0,265.0,10.0,10.0,13.0,13.0,1654.819,260150016.0,4.147,10.0,4.15,48.515,21339140.0,0.0,10.0,4.247,0.0,0.9,0.0,10.0,0.0,305.0,13.0,0.0,0.0,0.0,40.0,286.0,13.0,9.0,0.0,17.0,1.0,782.0,2.0,11.369,,
30208,1447.0,1433.0,86.0,86.0,175.0,173.0,703.598,1205971461.0,27.8,41.0,27.822,53.922,129549520.0,0.0,24.0,19.822,0.0,2.6,0.0,86.0,0.0,2029.0,175.0,0.0,0.0,0.0,4472.0,56525.0,1165.0,90.0,0.0,200.0,39.0,4104.0,35.0,71.228,,
30221,321.0,308.0,18.0,18.0,322.0,318.0,1234.327,472344597.0,10.822,25.0,10.833,52.094,56052916.0,0.0,24.0,12.147,12.097,0.967,0.0,18.0,9.0,1288.0,322.0,0.0,65.0,0.0,234.0,53130.0,660.0,24.0,0.0,289.0,41.0,1814.0,48.0,30.571999999999996,,
30222,303.0,288.0,23.0,18.0,248.0,230.0,1537.539,472666342.0,7.539,15.0,7.567,46.842,36066754.0,0.0,18.0,8.308,8.222,0.95,0.0,23.0,6.0,1042.0,248.0,0.0,60.0,55.0,253.0,52080.0,5620.0,21.0,0.0,219.0,21.0,1577.0,22.0,21.884,,
30223,48.0,33.0,2.0,2.0,29.0,29.0,4534.155,278669146.0,2.472,7.0,2.472,44.889,9240908.0,0.0,7.0,2.547,2.542,0.217,0.0,2.0,0.0,147.0,29.0,0.0,60.0,0.0,2.0,667.0,0.0,2.0,0.0,29.0,5.0,663.0,9.0,7.906000000000001,,
30224,585.0,554.0,69.0,69.0,310.0,294.0,1174.593,502251585.0,12.161,29.0,12.194,82.032,98275864.0,0.0,22.0,13.314,13.147,1.717,0.0,69.0,22.0,1861.0,310.0,0.0,65.0,0.0,3933.0,97340.0,7082.0,65.0,0.0,346.0,72.0,2908.0,82.0,40.441,,
30225,291.0,278.0,36.0,34.0,150.0,137.0,1631.668,361746857.0,7.992,20.0,7.994,68.804,51548950.0,0.0,21.0,8.964,8.758,1.517,0.0,36.0,4.0,900.0,150.0,0.0,65.0,52.0,936.0,21300.0,2120.0,35.0,2.0,154.0,30.0,1928.0,34.0,25.073999999999998,,
30226,75.0,74.0,19.0,18.0,32.0,32.0,4225.026,405597180.0,2.644,8.0,2.644,88.998,21683286.0,0.0,8.0,2.739,2.717,0.417,0.0,19.0,0.0,222.0,32.0,0.0,60.0,15.0,285.0,992.0,32.0,17.0,0.0,30.0,13.0,895.0,19.0,9.128,,
30231,1059.0,1031.0,178.0,178.0,702.0,699.0,236.386,261383440.0,34.6,64.0,35.022,29.129,57723320.0,0.0,26.0,19.394,0.0,5.5,0.0,178.0,0.0,2294.0,702.0,2.0,0.0,178.0,19936.0,500526.0,13323.0,205.0,3.0,607.0,48.0,2781.0,48.0,103.089,5516836.0,2045878880.0
30232,921.0,836.0,175.0,150.0,440.0,428.0,5.899,18508382.0,30.381,44.0,31.681,26.001,15315520.0,0.0,24.0,19.914,0.0,3.433,25.0,175.0,0.0,1823.0,440.0,9.0,0.0,3250.0,21700.0,218240.0,17936.0,159.0,2.0,419.0,44.0,1296.0,44.0,83.967,20058661.0,199556083.0
30233,245.0,238.0,63.0,63.0,163.0,163.0,537.789,252875261.0,16.075,25.0,17.089,25.371,68396280.0,0.0,22.0,18.353,0.0,3.933,0.0,63.0,0.0,614.0,163.0,0.0,0.0,0.0,3402.0,21842.0,163.0,115.0,0.0,173.0,0.0,1249.0,0.0,46.525,1708002.0,2222155211.0
30234,1172.0,1111.0,166.0,166.0,570.0,567.0,336.608,235689411.0,34.517,64.0,34.864,22.406,48951460.0,0.0,26.0,19.461,0.0,2.767,0.0,166.0,0.0,1764.0,570.0,0.0,0.0,166.0,20086.0,330600.0,21585.0,148.0,1.0,609.0,66.0,3237.0,80.0,95.425,3603848.0,1945272186.0
30235,538.0,459.0,149.0,133.0,313.0,307.0,13.794,36378573.0,29.533,41.0,30.242,21.512,21983760.0,0.0,23.0,19.814,0.0,3.55,16.0,149.0,5.0,786.0,313.0,3.0,0.0,1844.0,12218.0,88892.0,13063.0,138.0,2.0,396.0,59.0,1377.0,57.0,75.728,17168281.0,354206924.0
30236,415.0,388.0,88.0,88.0,203.0,203.0,538.339,222959127.0,16.45,24.0,16.8,23.805,48315480.0,0.0,23.0,17.822,0.0,0.983,0.0,88.0,0.0,650.0,203.0,0.0,0.0,0.0,6512.0,36540.0,812.0,52.0,0.0,230.0,10.0,2877.0,7.0,52.93899999999999,1523288.0,1734663921.0
30237,930.0,881.0,137.0,137.0,568.0,565.0,307.238,259310525.0,34.797,64.0,35.308,22.442,56979000.0,0.0,25.0,19.581,0.0,2.983,0.0,137.0,0.0,1468.0,568.0,0.0,0.0,0.0,9864.0,337392.0,13082.0,146.0,1.0,582.0,54.0,2500.0,59.0,93.239,4286789.0,2389370824.0
30238,573.0,507.0,129.0,125.0,347.0,344.0,10.382,30972951.0,29.653,42.0,30.622,23.669,21837480.0,0.0,23.0,19.792,0.0,3.75,4.0,129.0,3.0,809.0,347.0,1.0,0.0,1396.0,12771.0,107917.0,8157.0,127.0,0.0,345.0,46.0,1379.0,47.0,76.691,17768492.0,363140083.0
30239,433.0,415.0,74.0,74.0,256.0,256.0,567.333,209727437.0,16.006,25.0,16.483,23.088,49152000.0,0.0,23.0,17.856,0.0,1.2,0.0,74.0,0.0,583.0,256.0,0.0,0.0,0.0,4810.0,57088.0,256.0,63.0,0.0,268.0,10.0,2427.0,9.0,49.038,1437212.0,1855120511.0
30271,1371.0,1319.0,119.0,119.0,752.0,744.0,299.618,561961117.0,39.908,56.0,39.914,25.331,71770560.0,0.0,20.0,19.8,0.0,2.4,0.0,119.0,44.0,2174.0,752.0,0.0,0.0,357.0,11305.0,590320.0,20416.0,118.0,0.0,749.0,102.0,4224.0,107.0,103.581,8555953.0,4642106746.0
30272,1572.0,1431.0,125.0,121.0,759.0,753.0,84.727,308174349.0,52.739,64.0,52.8,21.273,46930920.0,0.0,20.0,19.817,0.0,1.85,0.0,125.0,72.0,3513.0,759.0,1.0,0.0,1045.0,13750.0,760518.0,63240.0,123.0,0.0,881.0,212.0,4416.0,210.0,132.522,15367818.0,2746956566.0
30273,818.0,790.0,42.0,41.0,572.0,570.0,344.027,757965854.0,35.736,52.0,35.778,29.174,74062700.0,0.0,20.0,19.592,0.0,0.5,0.0,42.0,26.0,1471.0,572.0,0.0,0.0,64.0,966.0,294580.0,9010.0,41.0,1.0,592.0,91.0,3240.0,99.0,90.18100000000001,8387563.0,6062855641.0
30274,1176.0,1133.0,73.0,72.0,726.0,724.0,233.398,709361527.0,39.239,56.0,39.689,35.513,87502000.0,0.0,20.0,19.831,0.0,1.6,0.0,73.0,21.0,1426.0,726.0,0.0,0.0,284.0,4964.0,462462.0,15754.0,73.0,3.0,757.0,94.0,4369.0,97.0,100.386,12297502.0,5744134541.0
30275,1517.0,1395.0,105.0,102.0,1131.0,1125.0,181.897,334448533.0,50.542,64.0,50.572,23.607,60202200.0,0.0,20.0,19.706,0.0,1.733,1.0,105.0,52.0,2173.0,1131.0,1.0,0.0,684.0,9660.0,1121952.0,77952.0,98.0,1.0,1018.0,212.0,5169.0,210.0,130.78300000000002,8472845.0,2848789503.0
30276,1260.0,1214.0,90.0,89.0,713.0,713.0,437.326,442500510.0,35.364,49.0,35.369,24.774,69996100.0,0.0,20.0,19.753,0.0,1.733,0.0,90.0,22.0,1571.0,713.0,0.0,0.0,54.0,4860.0,496248.0,10695.0,89.0,1.0,743.0,109.0,5601.0,102.0,101.817,4061848.0,3669305608.0
30277,1342.0,1285.0,92.0,91.0,852.0,852.0,198.649,570630498.0,39.233,61.0,39.594,25.543,70228260.0,0.0,20.0,19.853,0.0,0.85,0.0,92.0,31.0,1685.0,852.0,0.0,0.0,257.0,6900.0,640704.0,20448.0,91.0,2.0,861.0,121.0,4386.0,132.0,101.089,11864741.0,4757548852.0
30278,1706.0,1624.0,112.0,110.0,1164.0,1161.0,155.622,308557294.0,50.297,64.0,51.042,22.53,52378480.0,0.0,20.0,19.781,0.0,1.217,0.0,112.0,32.0,2255.0,1164.0,0.0,0.0,512.0,10192.0,1261776.0,50853.0,108.0,1.0,1075.0,202.0,5001.0,207.0,130.811,10598387.0,2582203604.0
30279,937.0,893.0,62.0,62.0,631.0,629.0,407.242,524594483.0,35.544,48.0,35.633,25.046,74297560.0,0.0,20.0,19.833,0.0,1.3,0.0,62.0,21.0,1146.0,631.0,0.0,0.0,0.0,2294.0,350836.0,10547.0,64.0,0.0,601.0,75.0,3691.0,80.0,91.672,5132870.0,4327857302.0
30281,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30282,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30284,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30285,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30287,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30288,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30291,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30292,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30294,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30295,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30297,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30298,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
30311,1307.0,1245.0,276.0,271.0,818.0,816.0,62.179,318997788.0,56.808,64.0,56.897,21.494,48084002.0,0.0,20.0,19.925,0.0,4.117,0.0,276.0,0.0,2509.0,818.0,0.0,0.0,985.0,54372.0,595504.0,12064.0,275.0,2.0,722.0,142.0,6762.0,131.0,151.694,22681437.0,2388051626.0
30312,1316.0,1241.0,285.0,283.0,728.0,728.0,74.894,304304519.0,49.078,64.0,49.392,22.157,49889237.0,0.0,20.0,19.833,0.017,4.333,0.0,285.0,1.0,2512.0,728.0,0.0,0.0,717.0,61845.0,496496.0,5824.0,287.0,1.0,733.0,133.0,6245.0,116.0,136.333,18472620.0,2889935349.0
30313,805.0,765.0,165.0,165.0,395.0,395.0,450.59,532865096.0,31.25,44.0,31.392,29.202,71786346.0,0.0,20.0,19.747,0.0,3.733,0.0,165.0,0.0,1874.0,395.0,0.0,0.0,0.0,20625.0,159975.0,3160.0,168.0,0.0,411.0,89.0,5253.0,85.0,90.192,4647098.0,4597009616.0
30314,888.0,847.0,156.0,155.0,577.0,577.0,38.899,219293073.0,57.592,64.0,57.644,19.822,42303752.0,0.0,20.0,19.911,0.0,4.467,0.0,156.0,1.0,1311.0,577.0,0.0,0.0,92.0,14352.0,295424.0,10963.0,154.0,1.0,640.0,125.0,5018.0,124.0,140.48,28711767.0,1941062546.0
30315,970.0,894.0,220.0,217.0,488.0,488.0,74.698,347195561.0,50.761,64.0,50.839,22.641,53363509.0,0.0,20.0,19.825,0.0,3.2,2.0,220.0,1.0,1362.0,488.0,0.0,0.0,375.0,27500.0,254736.0,3904.0,213.0,1.0,635.0,125.0,5528.0,125.0,130.823,19810812.0,3388416490.0
30316,481.0,451.0,109.0,108.0,318.0,317.0,483.672,623426852.0,29.889,51.0,30.861,29.515,72885981.0,0.0,20.0,19.717,0.0,3.517,0.0,109.0,1.0,701.0,318.0,0.0,0.0,194.0,9374.0,67416.0,1163.0,105.0,1.0,328.0,52.0,4212.0,51.0,81.73,4580097.0,4820637459.0
30317,1043.0,997.0,156.0,152.0,714.0,709.0,24.691,161289810.0,56.808,64.0,57.128,22.435,38241892.0,0.0,20.0,19.933,0.0,2.65,1.0,156.0,0.0,1611.0,714.0,5.0,0.0,420.0,16380.0,427686.0,12921.0,144.0,1.0,671.0,144.0,5321.0,136.0,142.728,29946554.0,1610251953.0
30318,1084.0,1012.0,244.0,243.0,784.0,783.0,179.072,481449491.0,48.539,64.0,48.664,25.109,76472667.0,0.0,20.0,19.939,0.0,4.8,1.0,244.0,0.0,1609.0,784.0,0.0,0.0,161.0,39284.0,433552.0,9949.0,252.0,0.0,667.0,119.0,6582.0,111.0,130.95600000000002,14837119.0,3641961033.0
30319,560.0,535.0,124.0,123.0,367.0,366.0,442.094,617368643.0,30.317,44.0,30.417,29.409,71156613.0,0.0,20.0,19.706,0.0,2.583,0.0,124.0,0.0,839.0,367.0,0.0,0.0,210.0,10788.0,95053.0,2089.0,118.0,0.0,366.0,63.0,4579.0,59.0,82.725,4443595.0,4404060463.0
