CELLID,NODEBID,COD RF,NODEBNAME,RNC,Estado,Región RF,Region Comercial,Latitud,Longitud
34815,3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
34816,3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
34817,3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
34818,3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
34819,3481,4237,Sincor de Cabrutica,LCH,Anzoátegui,Oriente,Oriente,8.30513,-64.975497
34821,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34822,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34823,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34824,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34825,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34826,3482,2292,Las Salinas,CNT,Vargas,Gran Caracas,Gran Caracas,10.575677,-67.106586
34851,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34852,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34853,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34854,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34855,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34856,3485,1065,Aguada Grande Siquisique LAR,BTO,Lara,Central,Centro Occidente,10.60638,-69.53083
34861,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34862,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34863,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34864,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34865,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34866,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34867,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34868,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34869,3486,4093,Juan Griego,PLM,Nueva Esparta,Oriente,Oriente,11.069197,-63.950086
34871,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34872,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34873,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34874,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34875,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34876,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34877,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34878,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34879,3487,4029,Las Palmas,PTO,Bolívar,Oriente,Guayana,8.232087,-63.041478
34881,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34882,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34883,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34884,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34885,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34886,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34887,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34888,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34889,3488,4147,Barcelona Centro,LCH,Anzoátegui,Oriente,Oriente,10.141936,-64.693636
34891,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34892,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34893,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34894,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34895,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34896,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34897,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34898,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34899,3489,4005,Tucupita,PTO,Delta Amacuro,Oriente,Guayana,9.056027,-62.051986
34921,3492,,,LMS,,,,,
34922,3492,,,LMS,,,,,
34924,3492,,,LMS,,,,,
34925,3492,,,LMS,,,,,
34927,3492,,,LMS,,,,,
34928,3492,,,LMS,,,,,
34931,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34932,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34933,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34934,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34935,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34936,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34937,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34938,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34939,3493,2123,Plaza Altamira,LMS,Miranda,Gran Caracas,Gran Caracas,10.498007,-66.849586
34951,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34952,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34953,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34954,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34955,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34956,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34957,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34958,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34959,3495,3032,Alto Barinas,ACA,Barinas,Occidente,Andes,8.613408,-70.251275
34961,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34962,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34963,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34964,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34965,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34966,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34967,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34968,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34969,3496,4136,Santa Ana,LCH,Anzoátegui,Oriente,Oriente,9.303464,-64.664942
34971,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34972,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34973,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34974,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34975,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34976,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34977,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34978,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34979,3497,4027,Sidor,PTO,Bolívar,Oriente,Guayana,8.248491,-62.834192
34981,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34982,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34983,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34984,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34985,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34986,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34987,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34988,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34989,3498,4044,Alto Guri,PTO,Monagas,Oriente,Oriente,9.746107,-63.206486
34991,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34992,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34993,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34994,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34995,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34996,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34997,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34998,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
34999,3499,4094,Juan Griego Centro,PLM,Nueva Esparta,Oriente,Oriente,11.084853,-63.969942
35001,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35002,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35003,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35004,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35005,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35006,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35007,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35008,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35009,3500,1445,Boraure YAR,BTO,Yaracuy,Central,Centro Occidente,10.244297,-68.772719
35011,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35012,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35013,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35014,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35015,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35016,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35017,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35018,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35019,3501,1149,Av.Vargas,BTO,Lara,Central,Centro Occidente,10.064603,-69.310192
35021,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35022,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35023,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35024,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35025,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35026,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35027,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35028,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35029,3502,2229,Coche,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.448277,-66.925486
35031,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35032,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35033,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35034,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35035,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35036,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35037,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35038,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35039,3503,3028,Barinas Centro,ACA,Barinas,Occidente,Andes,8.632464,-70.209636
35121,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35122,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35124,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35125,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35127,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35128,3512,2030,Punta El Tigre,CNT,Vargas,Gran Caracas,Gran Caracas,10.629227,-66.494286
35151,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35152,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35153,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35154,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35155,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35156,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35157,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35158,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35159,3515,4088,La Viuda,LCH,Anzoátegui,Oriente,Oriente,8.723464,-63.932442
35171,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35172,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35173,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35174,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35175,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35176,3517,2109,Los Naranjos,LMS,Miranda,Gran Caracas,Gran Caracas,10.442337,-66.841886
35201,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35202,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35203,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35204,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35205,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35206,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35207,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35208,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35209,3520,4107,Cumana Centro,LCH,Sucre,Oriente,Oriente,10.463908,-64.180914
35211,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35212,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35213,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35214,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35215,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35216,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35217,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35218,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35219,3521,4211,Altagracia Margarita NES,PLM,Nueva Esparta,Oriente,Oriente,11.090964,-63.951053
35221,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35222,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35223,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35224,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35225,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35226,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35227,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35228,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35229,3522,3224,Vial Guanare Boconoito (Las Tinajitas),ACA,Portuguesa,Central,Centro Occidente,8.918186,-69.890775
35251,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35252,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35253,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35254,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35255,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35256,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35257,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35258,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35259,3525,2183,Las Tres Gracias,LMS,Distrito Capital,Gran Caracas,Gran Caracas,10.487937,-66.887386
35281,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35282,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35283,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35284,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35285,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35286,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35287,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35288,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35289,3528,4032,La Pica,PTO,Monagas,Oriente,Oriente,9.786575,-63.106219
35291,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35292,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35293,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35294,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35295,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35296,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35297,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35298,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35299,3529,4017,San Felix,PTO,Bolívar,Oriente,Guayana,8.344853,-62.67883
35311,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35312,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35313,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35314,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35315,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35316,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35317,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35318,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35319,3531,4131,PLC. Centro,LCH,Anzoátegui,Oriente,Oriente,10.220697,-64.635386
35321,3532,2094,Lomas Ruices,LUR,Miranda,Gran Caracas,Gran Caracas,10.473987,-66.827886
35322,3532,2094,Lomas Ruices,LUR,Miranda,Gran Caracas,Gran Caracas,10.473987,-66.827886
35324,3532,2094,Lomas Ruices,LUR,Miranda,Gran Caracas,Gran Caracas,10.473987,-66.827886
35325,3532,2094,Lomas Ruices,LUR,Miranda,Gran Caracas,Gran Caracas,10.473987,-66.827886
35341,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35342,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35343,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35344,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35345,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35346,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35347,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35348,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35349,3534,1174,Makro Acarigua,ACA,Portuguesa,Central,Centro Occidente,9.593186,-69.23133
35361,3536,,,BTO,,,,,
35362,3536,,,BTO,,,,,
35363,3536,,,BTO,,,,,
35364,3536,,,BTO,,,,,
35365,3536,,,BTO,,,,,
35366,3536,,,BTO,,,,,
35411,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35412,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35413,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35414,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35415,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35416,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35417,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35418,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35419,3541,4271,Polideportivo (MOVE),LCH,Anzoátegui,Oriente,Oriente,10.180686,-64.655497
35421,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35422,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35423,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35424,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35425,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35426,3542,4216,El Guamache NVA,PLM,Nueva Esparta,Oriente,Oriente,10.893741,-64.060775
35431,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35432,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35433,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35434,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35435,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35436,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35437,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35438,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35439,3543,1790,Villa Araure ACA,ACA,Portuguesa,Central,Centro Occidente,9.57766,-69.23986
35441,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
35442,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
35443,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
35444,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
35445,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
35446,3544,2189,Hoyo de la Puerta,LMS,Miranda,Gran Caracas,Gran Caracas,10.392917,-66.893686
