Result Time,Granularity Period,Object Name,Reliability,67179921,67179922,67179923,67179924,67179925,67179926,67179927,67179928
,Minutes,,,None,None,None,None,None,None,None,None
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3190A, CellID=31901",Reliable,0,0,284,0,0,0,281,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3989C, CellID=39893",Reliable,0,0,850,0,0,0,847,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3989B, CellID=39892",Reliable,0,0,894,0,0,0,892,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3989A, CellID=39891",Reliable,0,0,738,0,0,0,736,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3242C, CellID=32423",Reliable,0,0,1206,0,0,0,349,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3242B, CellID=32422",Reliable,0,0,62,0,0,0,56,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3242A, CellID=32421",Reliable,0,0,436,0,0,0,392,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884F, CellID=38846",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884E, CellID=38845",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884D, CellID=38844",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3093C, CellID=30933",Reliable,0,0,650,0,0,0,650,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3093B, CellID=30932",Reliable,0,0,763,0,0,0,761,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3093A, CellID=30931",Reliable,0,0,1065,0,0,0,1065,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884C, CellID=38843",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884B, CellID=38842",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3884A, CellID=38841",Reliable,0,0,0,0,0,0,0,0
2023-03-20 08:00,30,"RNCH-MA3-SFA/BSC6900UCell:Label=CT3051F, CellID=30516",Reliable,0,0,63,0,0,0,63,0
